REF_DATE,GEO,DGUID,Age (15C),Gender (3),Statistics (2),Coordinate,Visible minority (15):Total - Visible minority[1],Symbol,Visible minority (15):Total visible minority population[2],Symbol,Visible minority (15):South Asian[3],Symbol,Visible minority (15):Chinese[4],Symbol,Visible minority (15):Black[5],Symbol,Visible minority (15):Filipino[6],Symbol,Visible minority (15):Arab[7],Symbol,Visible minority (15):Latin American[8],Symbol,Visible minority (15):Southeast Asian[9],Symbol,Visible minority (15):West Asian[10],Symbol,Visible minority (15):Korean[11],Symbol,Visible minority (15):Japanese[12],Symbol,"Visible minority (15):Visible minority, n.i.e.[13]",Symbol,Visible minority (15):Multiple visible minorities[14],Symbol,Visible minority (15):Not a visible minority[15],Symbol
2021,Newfoundland and Labrador,2021A000210,15 to 24 years,Women+,% distribution (2021),2.4.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,15 to 19 years,Total - Gender,2021 Counts,2.5.1.1,25825,,1110,,295,,105,,315,,135,,130,,35,,50,,0,,20,,0,,15,,10,,24715,
2021,Newfoundland and Labrador,2021A000210,15 to 19 years,Total - Gender,% distribution (2021),2.5.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,15 to 19 years,Men+,2021 Counts,2.5.2.1,13430,,630,,195,,45,,170,,80,,75,,15,,25,,0,,10,,0,,15,,0,,12805,
2021,Newfoundland and Labrador,2021A000210,15 to 19 years,Men+,% distribution (2021),2.5.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Newfoundland and Labrador,2021A000210,15 to 19 years,Women+,2021 Counts,2.5.3.1,12390,,480,,100,,60,,145,,55,,50,,25,,30,,0,,15,,0,,0,,10,,11905,
2021,Newfoundland and Labrador,2021A000210,15 to 19 years,Women+,% distribution (2021),2.5.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Newfoundland and Labrador,2021A000210,20 to 24 years,Total - Gender,2021 Counts,2.6.1.1,25610,,2405,,1090,,235,,570,,135,,135,,70,,55,,20,,10,,0,,15,,75,,23200,
2021,Newfoundland and Labrador,2021A000210,20 to 24 years,Total - Gender,% distribution (2021),2.6.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,20 to 24 years,Men+,2021 Counts,2.6.2.1,13345,,1430,,715,,120,,285,,65,,110,,50,,25,,10,,10,,0,,10,,25,,11920,
2021,Newfoundland and Labrador,2021A000210,20 to 24 years,Men+,% distribution (2021),2.6.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Newfoundland and Labrador,2021A000210,20 to 24 years,Women+,2021 Counts,2.6.3.1,12265,,975,,375,,115,,285,,70,,20,,20,,25,,10,,0,,0,,0,,50,,11285,
2021,Newfoundland and Labrador,2021A000210,20 to 24 years,Women+,% distribution (2021),2.6.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,Newfoundland and Labrador,2021A000210,25 to 64 years,Total - Gender,2021 Counts,2.7.1.1,267785,,8785,,2175,,1170,,1670,,1390,,755,,510,,255,,415,,120,,70,,80,,175,,259005,
2021,Newfoundland and Labrador,2021A000210,25 to 64 years,Total - Gender,% distribution (2021),2.7.1.2,0.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.7,
2021,Newfoundland and Labrador,2021A000210,25 to 64 years,Men+,2021 Counts,2.7.2.1,129445,,4360,,1200,,590,,885,,565,,435,,205,,125,,190,,30,,25,,30,,75,,125085,
2021,Newfoundland and Labrador,2021A000210,25 to 64 years,Men+,% distribution (2021),2.7.2.2,0.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.3,
2021,Newfoundland and Labrador,2021A000210,25 to 64 years,Women+,2021 Counts,2.7.3.1,138340,,4420,,975,,580,,785,,820,,315,,305,,130,,220,,90,,45,,55,,100,,133915,
2021,Newfoundland and Labrador,2021A000210,25 to 64 years,Women+,% distribution (2021),2.7.3.2,0.4,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.4,
2021,Newfoundland and Labrador,2021A000210,25 to 54 years,Total - Gender,2021 Counts,2.8.1.1,183840,,7920,,1965,,965,,1510,,1290,,710,,475,,225,,405,,105,,45,,75,,155,,175920,
2021,Newfoundland and Labrador,2021A000210,25 to 54 years,Total - Gender,% distribution (2021),2.8.1.2,0.5,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.5,
2021,Newfoundland and Labrador,2021A000210,25 to 54 years,Men+,2021 Counts,2.8.2.1,88785,,3940,,1075,,505,,810,,530,,405,,185,,105,,190,,20,,10,,25,,70,,84845,
2021,Newfoundland and Labrador,2021A000210,25 to 54 years,Men+,% distribution (2021),2.8.2.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,Newfoundland and Labrador,2021A000210,25 to 54 years,Women+,2021 Counts,2.8.3.1,95055,,3980,,890,,465,,700,,765,,300,,285,,115,,210,,85,,35,,50,,85,,91075,
2021,Newfoundland and Labrador,2021A000210,25 to 54 years,Women+,% distribution (2021),2.8.3.2,0.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.3,
2021,Newfoundland and Labrador,2021A000210,25 to 34 years,Total - Gender,2021 Counts,2.9.1.1,52050,,3665,,970,,535,,760,,500,,270,,200,,80,,210,,20,,10,,30,,80,,48390,
2021,Newfoundland and Labrador,2021A000210,25 to 34 years,Total - Gender,% distribution (2021),2.9.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,25 to 34 years,Men+,2021 Counts,2.9.2.1,25705,,1865,,555,,310,,395,,180,,150,,75,,45,,100,,0,,0,,20,,30,,23840,
2021,Newfoundland and Labrador,2021A000210,25 to 34 years,Men+,% distribution (2021),2.9.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,25 to 34 years,Women+,2021 Counts,2.9.3.1,26340,,1795,,415,,220,,360,,315,,125,,120,,30,,115,,15,,10,,10,,50,,24550,
2021,Newfoundland and Labrador,2021A000210,25 to 34 years,Women+,% distribution (2021),2.9.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,35 to 44 years,Total - Gender,2021 Counts,2.10.1.1,59840,,2845,,665,,260,,485,,590,,275,,210,,105,,135,,35,,15,,30,,35,,56995,
2021,Newfoundland and Labrador,2021A000210,35 to 44 years,Total - Gender,% distribution (2021),2.10.1.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,Newfoundland and Labrador,2021A000210,35 to 44 years,Men+,2021 Counts,2.10.2.1,28525,,1435,,380,,110,,270,,275,,155,,95,,50,,70,,0,,0,,0,,20,,27090,
2021,Newfoundland and Labrador,2021A000210,35 to 44 years,Men+,% distribution (2021),2.10.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,35 to 44 years,Women+,2021 Counts,2.10.3.1,31315,,1410,,280,,155,,220,,310,,120,,115,,55,,60,,35,,10,,25,,20,,29905,
2021,Newfoundland and Labrador,2021A000210,35 to 44 years,Women+,% distribution (2021),2.10.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,45 to 54 years,Total - Gender,2021 Counts,2.11.1.1,71950,,1415,,335,,170,,270,,200,,160,,65,,30,,60,,50,,25,,20,,35,,70535,
2021,Newfoundland and Labrador,2021A000210,45 to 54 years,Total - Gender,% distribution (2021),2.11.1.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,Newfoundland and Labrador,2021A000210,45 to 54 years,Men+,2021 Counts,2.11.2.1,34550,,635,,145,,85,,145,,70,,110,,15,,0,,25,,15,,0,,0,,20,,33920,
2021,Newfoundland and Labrador,2021A000210,45 to 54 years,Men+,% distribution (2021),2.11.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,45 to 54 years,Women+,2021 Counts,2.11.3.1,37400,,780,,185,,85,,120,,135,,55,,45,,30,,35,,40,,20,,15,,15,,36615,
2021,Newfoundland and Labrador,2021A000210,45 to 54 years,Women+,% distribution (2021),2.11.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,55 to 64 years,Total - Gender,2021 Counts,2.12.1.1,83945,,865,,210,,210,,160,,95,,45,,35,,30,,10,,10,,25,,0,,25,,83080,
2021,Newfoundland and Labrador,2021A000210,55 to 64 years,Total - Gender,% distribution (2021),2.12.1.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,Newfoundland and Labrador,2021A000210,55 to 64 years,Men+,2021 Counts,2.12.2.1,40660,,425,,120,,85,,80,,40,,30,,20,,20,,0,,10,,15,,0,,10,,40235,
2021,Newfoundland and Labrador,2021A000210,55 to 64 years,Men+,% distribution (2021),2.12.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,55 to 64 years,Women+,2021 Counts,2.12.3.1,43290,,440,,85,,120,,85,,55,,20,,20,,15,,10,,0,,10,,0,,20,,42845,
2021,Newfoundland and Labrador,2021A000210,55 to 64 years,Women+,% distribution (2021),2.12.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,65 years and over,Total - Gender,2021 Counts,2.13.1.1,114745,,685,,255,,150,,80,,60,,50,,25,,25,,0,,0,,0,,10,,30,,114055,
2021,Newfoundland and Labrador,2021A000210,65 years and over,Total - Gender,% distribution (2021),2.13.1.2,0.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.3,
2021,Newfoundland and Labrador,2021A000210,65 years and over,Men+,2021 Counts,2.13.2.1,54960,,350,,135,,65,,50,,10,,35,,10,,15,,0,,0,,0,,0,,10,,54615,
2021,Newfoundland and Labrador,2021A000210,65 years and over,Men+,% distribution (2021),2.13.2.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,Newfoundland and Labrador,2021A000210,65 years and over,Women+,2021 Counts,2.13.3.1,59785,,340,,120,,80,,35,,45,,10,,15,,15,,0,,0,,0,,0,,15,,59440,
2021,Newfoundland and Labrador,2021A000210,65 years and over,Women+,% distribution (2021),2.13.3.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,Newfoundland and Labrador,2021A000210,65 to 74 years,Total - Gender,2021 Counts,2.14.1.1,73705,,435,,160,,100,,55,,35,,25,,20,,0,,0,,0,,0,,10,,15,,73265,
2021,Newfoundland and Labrador,2021A000210,65 to 74 years,Total - Gender,% distribution (2021),2.14.1.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,Newfoundland and Labrador,2021A000210,65 to 74 years,Men+,2021 Counts,2.14.2.1,36040,,215,,80,,40,,35,,10,,15,,10,,0,,0,,0,,0,,0,,10,,35830,
2021,Newfoundland and Labrador,2021A000210,65 to 74 years,Men+,% distribution (2021),2.14.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,65 to 74 years,Women+,2021 Counts,2.14.3.1,37660,,220,,85,,60,,20,,25,,0,,10,,0,,0,,0,,0,,0,,10,,37440,
2021,Newfoundland and Labrador,2021A000210,65 to 74 years,Women+,% distribution (2021),2.14.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,75 years and over,Total - Gender,2021 Counts,2.15.1.1,41040,,250,,90,,50,,30,,25,,20,,0,,25,,0,,0,,0,,0,,10,,40790,
2021,Newfoundland and Labrador,2021A000210,75 years and over,Total - Gender,% distribution (2021),2.15.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,75 years and over,Men+,2021 Counts,2.15.2.1,18915,,130,,55,,30,,10,,0,,15,,0,,10,,0,,0,,0,,0,,0,,18790,
2021,Newfoundland and Labrador,2021A000210,75 years and over,Men+,% distribution (2021),2.15.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,Newfoundland and Labrador,2021A000210,75 years and over,Women+,2021 Counts,2.15.3.1,22125,,115,,35,,20,,15,,20,,10,,0,,15,,0,,0,,0,,0,,0,,22005,
2021,Newfoundland and Labrador,2021A000210,75 years and over,Women+,% distribution (2021),2.15.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Corner Brook (CA), N.L.",2021S0504015,Total - Age,Total - Gender,2021 Counts,3.1.1.1,28975,,640,,180,,50,,135,,105,,70,,35,,55,,0,,0,,0,,0,,0,,28335,
2021,"Corner Brook (CA), N.L.",2021S0504015,Total - Age,Total - Gender,% distribution (2021),3.1.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Corner Brook (CA), N.L.",2021S0504015,Total - Age,Men+,2021 Counts,3.1.2.1,14060,,370,,115,,30,,80,,50,,55,,20,,20,,0,,0,,0,,0,,0,,13690,
2021,"Corner Brook (CA), N.L.",2021S0504015,Total - Age,Men+,% distribution (2021),3.1.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,Total - Age,Women+,2021 Counts,3.1.3.1,14920,,270,,65,,20,,55,,60,,15,,15,,35,,0,,0,,0,,0,,0,,14645,
2021,"Corner Brook (CA), N.L.",2021S0504015,Total - Age,Women+,% distribution (2021),3.1.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,0 to 14 years,Total - Gender,2021 Counts,3.2.1.1,3745,,115,,20,,15,,25,,15,,10,,0,,20,,0,,0,,0,,0,,0,,3630,
2021,"Corner Brook (CA), N.L.",2021S0504015,0 to 14 years,Total - Gender,% distribution (2021),3.2.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,0 to 14 years,Men+,2021 Counts,3.2.2.1,1975,,75,,20,,10,,25,,10,,10,,0,,0,,0,,0,,0,,0,,0,,1905,
2021,"Corner Brook (CA), N.L.",2021S0504015,0 to 14 years,Men+,% distribution (2021),3.2.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,0 to 14 years,Women+,2021 Counts,3.2.3.1,1765,,40,,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,,1720,
2021,"Corner Brook (CA), N.L.",2021S0504015,0 to 14 years,Women+,% distribution (2021),3.2.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 years and over,Total - Gender,2021 Counts,3.3.1.1,25235,,530,,155,,30,,105,,90,,55,,35,,35,,0,,0,,0,,0,,0,,24710,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 years and over,Total - Gender,% distribution (2021),3.3.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 years and over,Men+,2021 Counts,3.3.2.1,12085,,295,,100,,20,,55,,40,,45,,15,,15,,0,,0,,0,,0,,0,,11790,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 years and over,Men+,% distribution (2021),3.3.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 years and over,Women+,2021 Counts,3.3.3.1,13150,,235,,55,,15,,45,,50,,15,,15,,20,,0,,0,,0,,0,,0,,12920,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 years and over,Women+,% distribution (2021),3.3.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 24 years,Total - Gender,2021 Counts,3.4.1.1,3150,,140,,60,,10,,40,,10,,15,,10,,10,,0,,0,,0,,0,,0,,3005,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 24 years,Total - Gender,% distribution (2021),3.4.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 24 years,Men+,2021 Counts,3.4.2.1,1570,,90,,45,,0,,15,,0,,15,,0,,0,,0,,0,,0,,0,,0,,1475,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 24 years,Men+,% distribution (2021),3.4.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 24 years,Women+,2021 Counts,3.4.3.1,1580,,50,,10,,0,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1530,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 24 years,Women+,% distribution (2021),3.4.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 19 years,Total - Gender,2021 Counts,3.5.1.1,1565,,45,,10,,10,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1525,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 19 years,Total - Gender,% distribution (2021),3.5.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 19 years,Men+,2021 Counts,3.5.2.1,780,,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,750,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 19 years,Men+,% distribution (2021),3.5.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 19 years,Women+,2021 Counts,3.5.3.1,785,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,770,
2021,"Corner Brook (CA), N.L.",2021S0504015,15 to 19 years,Women+,% distribution (2021),3.5.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,20 to 24 years,Total - Gender,2021 Counts,3.6.1.1,1585,,100,,50,,0,,25,,0,,0,,10,,0,,0,,0,,0,,0,,0,,1485,
2021,"Corner Brook (CA), N.L.",2021S0504015,20 to 24 years,Total - Gender,% distribution (2021),3.6.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,20 to 24 years,Men+,2021 Counts,3.6.2.1,785,,65,,40,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,720,
2021,"Corner Brook (CA), N.L.",2021S0504015,20 to 24 years,Men+,% distribution (2021),3.6.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,20 to 24 years,Women+,2021 Counts,3.6.3.1,800,,35,,10,,0,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,760,
2021,"Corner Brook (CA), N.L.",2021S0504015,20 to 24 years,Women+,% distribution (2021),3.6.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 64 years,Total - Gender,2021 Counts,3.7.1.1,15155,,335,,80,,25,,55,,65,,40,,25,,25,,0,,0,,0,,0,,0,,14820,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 64 years,Total - Gender,% distribution (2021),3.7.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 64 years,Men+,2021 Counts,3.7.2.1,7210,,170,,40,,15,,30,,25,,30,,10,,10,,0,,0,,0,,0,,0,,7045,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 64 years,Men+,% distribution (2021),3.7.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 64 years,Women+,2021 Counts,3.7.3.1,7945,,165,,40,,10,,30,,35,,15,,15,,10,,0,,0,,0,,0,,0,,7775,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 64 years,Women+,% distribution (2021),3.7.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 54 years,Total - Gender,2021 Counts,3.8.1.1,10405,,280,,60,,15,,45,,55,,30,,25,,25,,0,,0,,0,,0,,0,,10130,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 54 years,Total - Gender,% distribution (2021),3.8.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 54 years,Men+,2021 Counts,3.8.2.1,5030,,130,,30,,10,,20,,25,,20,,10,,10,,0,,0,,0,,0,,0,,4905,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 54 years,Men+,% distribution (2021),3.8.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 54 years,Women+,2021 Counts,3.8.3.1,5375,,150,,35,,0,,25,,35,,15,,15,,10,,0,,0,,0,,0,,0,,5230,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 54 years,Women+,% distribution (2021),3.8.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 34 years,Total - Gender,2021 Counts,3.9.1.1,2985,,145,,40,,15,,20,,30,,20,,20,,0,,0,,0,,0,,0,,0,,2840,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 34 years,Total - Gender,% distribution (2021),3.9.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 34 years,Men+,2021 Counts,3.9.2.1,1535,,80,,25,,10,,10,,20,,10,,10,,0,,0,,0,,0,,0,,0,,1455,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 34 years,Men+,% distribution (2021),3.9.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 34 years,Women+,2021 Counts,3.9.3.1,1450,,65,,15,,0,,15,,15,,10,,10,,0,,0,,0,,0,,0,,0,,1385,
2021,"Corner Brook (CA), N.L.",2021S0504015,25 to 34 years,Women+,% distribution (2021),3.9.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
