REF_DATE,GEO,DGUID,Age (13B),Knowledge of official languages (5),Coordinate,Statistics (6A):2021 Counts[1],Symbol,Statistics (6A):% distribution (2021)[2],Symbol,Statistics (6A):% change (2016 to 2021)[3],Symbol,Statistics (6A):% change (2011 to 2021)[4],Symbol,Statistics (6A):2016 Counts[5],Symbol,Statistics (6A):2011 Counts[6],Symbol
2021,Nova Scotia,2021A000212,Total - Age,Neither English nor French,4.1.5,3245,,0.3,,18.9,,98.5,,2730,,1635,
2021,Nova Scotia,2021A000212,0 to 14 years,Total - Knowledge of official languages,4.2.1,136645,,100.0,,2.2,,-1.1,,133715,,138135,
2021,Nova Scotia,2021A000212,0 to 14 years,English only,4.2.2,119545,,87.5,,2.7,,-2.1,,116390,,122080,
2021,Nova Scotia,2021A000212,0 to 14 years,French only,4.2.3,260,,0.2,,-14.8,,-31.6,,305,,380,
2021,Nova Scotia,2021A000212,0 to 14 years,English and French,4.2.4,15670,,11.5,,-1.5,,3.8,,15910,,15095,
2021,Nova Scotia,2021A000212,0 to 14 years,Neither English nor French,4.2.5,1180,,0.9,,6.3,,103.4,,1110,,580,
2021,Nova Scotia,2021A000212,0 to 4 years,Total - Knowledge of official languages,4.3.1,40330,,100.0,,-3.9,,-8.3,,41970,,43965,
2021,Nova Scotia,2021A000212,0 to 4 years,English only,4.3.2,38160,,94.6,,-4.2,,-9.1,,39850,,42000,
2021,Nova Scotia,2021A000212,0 to 4 years,French only,4.3.3,135,,0.3,,-34.1,,-50.9,,205,,275,
2021,Nova Scotia,2021A000212,0 to 4 years,English and French,4.3.4,1190,,3.0,,-4.4,,-2.5,,1245,,1220,
2021,Nova Scotia,2021A000212,0 to 4 years,Neither English nor French,4.3.5,840,,2.1,,24.4,,78.7,,675,,470,
2021,Nova Scotia,2021A000212,5 to 9 years,Total - Knowledge of official languages,4.4.1,47060,,100.0,,2.4,,6.0,,45960,,44410,
2021,Nova Scotia,2021A000212,5 to 9 years,English only,4.4.2,41145,,87.4,,3.3,,4.9,,39815,,39220,
2021,Nova Scotia,2021A000212,5 to 9 years,French only,4.4.3,85,,0.2,,21.4,,13.3,,70,,75,
2021,Nova Scotia,2021A000212,5 to 9 years,English and French,4.4.4,5600,,11.9,,-2.9,,11.2,,5770,,5035,
2021,Nova Scotia,2021A000212,5 to 9 years,Neither English nor French,4.4.5,230,,0.5,,-24.6,,228.6,,305,,70,
2021,Nova Scotia,2021A000212,10 to 14 years,Total - Knowledge of official languages,4.5.1,49260,,100.0,,7.6,,-1.0,,45780,,49760,
2021,Nova Scotia,2021A000212,10 to 14 years,English only,4.5.2,40235,,81.7,,9.5,,-1.5,,36730,,40855,
2021,Nova Scotia,2021A000212,10 to 14 years,French only,4.5.3,40,,0.1,,60.0,,33.3,,25,,30,
2021,Nova Scotia,2021A000212,10 to 14 years,English and French,4.5.4,8875,,18.0,,-0.2,,0.5,,8890,,8835,
2021,Nova Scotia,2021A000212,10 to 14 years,Neither English nor French,4.5.5,110,,0.2,,-18.5,,175.0,,135,,40,
2021,Nova Scotia,2021A000212,15 to 24 years,Total - Knowledge of official languages,4.6.1,105920,,100.0,,-1.0,,-9.2,,107015,,116625,
2021,Nova Scotia,2021A000212,15 to 24 years,English only,4.6.2,87070,,82.2,,-1.0,,-10.3,,87980,,97060,
2021,Nova Scotia,2021A000212,15 to 24 years,French only,4.6.3,25,,0.0,,-50.0,,-28.6,,50,,35,
2021,Nova Scotia,2021A000212,15 to 24 years,English and French,4.6.4,18630,,17.6,,-0.8,,-4.0,,18775,,19415,
2021,Nova Scotia,2021A000212,15 to 24 years,Neither English nor French,4.6.5,190,,0.2,,-11.6,,81.0,,215,,105,
2021,Nova Scotia,2021A000212,15 to 19 years,Total - Knowledge of official languages,4.7.1,48075,,100.0,,-5.9,,-16.0,,51085,,57265,
2021,Nova Scotia,2021A000212,15 to 19 years,English only,4.7.2,38210,,79.5,,-6.1,,-18.2,,40705,,46725,
2021,Nova Scotia,2021A000212,15 to 19 years,French only,4.7.3,10,,0.0,,-33.3,,-50.0,,15,,20,
2021,Nova Scotia,2021A000212,15 to 19 years,English and French,4.7.4,9790,,20.4,,-4.5,,-6.6,,10255,,10480,
2021,Nova Scotia,2021A000212,15 to 19 years,Neither English nor French,4.7.5,65,,0.1,,-40.9,,44.4,,110,,45,
2021,Nova Scotia,2021A000212,20 to 24 years,Total - Knowledge of official languages,4.8.1,57850,,100.0,,3.4,,-2.5,,55930,,59360,
2021,Nova Scotia,2021A000212,20 to 24 years,English only,4.8.2,48860,,84.5,,3.4,,-2.9,,47270,,50335,
2021,Nova Scotia,2021A000212,20 to 24 years,French only,4.8.3,15,,0.0,,-57.1,,-25.0,,35,,20,
2021,Nova Scotia,2021A000212,20 to 24 years,English and French,4.8.4,8845,,15.3,,3.8,,-1.0,,8520,,8935,
2021,Nova Scotia,2021A000212,20 to 24 years,Neither English nor French,4.8.5,130,,0.2,,23.8,,100.0,,105,,65,
2021,Nova Scotia,2021A000212,25 to 44 years,Total - Knowledge of official languages,4.9.1,233020,,100.0,,9.2,,5.5,,213470,,220770,
2021,Nova Scotia,2021A000212,25 to 44 years,English only,4.9.2,204745,,87.9,,9.5,,5.2,,186985,,194635,
2021,Nova Scotia,2021A000212,25 to 44 years,French only,4.9.3,100,,0.0,,5.3,,-9.1,,95,,110,
2021,Nova Scotia,2021A000212,25 to 44 years,English and French,4.9.4,27540,,11.8,,6.6,,7.1,,25845,,25720,
2021,Nova Scotia,2021A000212,25 to 44 years,Neither English nor French,4.9.5,635,,0.3,,16.5,,111.7,,545,,300,
2021,Nova Scotia,2021A000212,45 to 64 years,Total - Knowledge of official languages,4.10.1,275485,,100.0,,-2.4,,-4.7,,282260,,289205,
2021,Nova Scotia,2021A000212,45 to 64 years,English only,4.10.2,252455,,91.6,,-2.8,,-5.1,,259720,,266150,
2021,Nova Scotia,2021A000212,45 to 64 years,French only,4.10.3,100,,0.0,,-4.8,,-33.3,,105,,150,
2021,Nova Scotia,2021A000212,45 to 64 years,English and French,4.10.4,22295,,8.1,,1.5,,-1.2,,21965,,22570,
2021,Nova Scotia,2021A000212,45 to 64 years,Neither English nor French,4.10.5,630,,0.2,,34.0,,88.1,,470,,335,
2021,Nova Scotia,2021A000212,65 years and over,Total - Knowledge of official languages,4.11.1,207915,,100.0,,18.2,,42.5,,175845,,145890,
2021,Nova Scotia,2021A000212,65 years and over,English only,4.11.2,192385,,92.5,,18.5,,42.8,,162400,,134745,
2021,Nova Scotia,2021A000212,65 years and over,French only,4.11.3,125,,0.1,,-16.7,,-37.5,,150,,200,
2021,Nova Scotia,2021A000212,65 years and over,English and French,4.11.4,14800,,7.1,,14.8,,39.2,,12895,,10635,
2021,Nova Scotia,2021A000212,65 years and over,Neither English nor French,4.11.5,610,,0.3,,52.5,,96.8,,400,,310,
2021,Nova Scotia,2021A000212,65 to 74 years,Total - Knowledge of official languages,4.12.1,126500,,100.0,,17.7,,50.2,,107455,,84230,
2021,Nova Scotia,2021A000212,65 to 74 years,English only,4.12.2,117175,,92.6,,18.3,,51.1,,99025,,77555,
2021,Nova Scotia,2021A000212,65 to 74 years,French only,4.12.3,40,,0.0,,-33.3,,-55.6,,60,,90,
2021,Nova Scotia,2021A000212,65 to 74 years,English and French,4.12.4,8965,,7.1,,9.5,,39.3,,8190,,6435,
2021,Nova Scotia,2021A000212,65 to 74 years,Neither English nor French,4.12.5,315,,0.2,,65.8,,117.2,,190,,145,
2021,Nova Scotia,2021A000212,75 years and over,Total - Knowledge of official languages,4.13.1,81415,,100.0,,19.1,,32.0,,68385,,61665,
2021,Nova Scotia,2021A000212,75 years and over,English only,4.13.2,75205,,92.4,,18.7,,31.5,,63375,,57185,
2021,Nova Scotia,2021A000212,75 years and over,French only,4.13.3,75,,0.1,,-21.1,,-34.8,,95,,115,
2021,Nova Scotia,2021A000212,75 years and over,English and French,4.13.4,5840,,7.2,,24.1,,39.0,,4705,,4200,
2021,Nova Scotia,2021A000212,75 years and over,Neither English nor French,4.13.5,295,,0.4,,40.5,,78.8,,210,,165,
2021,New Brunswick,2021A000213,Total - Age,Total - Knowledge of official languages,5.1.1,764630,,100.0,,3.9,,3.3,,736280,,739895,
2021,New Brunswick,2021A000213,Total - Age,English only,5.1.2,442430,,57.9,,5.1,,3.7,,420820,,426670,
2021,New Brunswick,2021A000213,Total - Age,French only,5.1.3,60175,,7.9,,-4.7,,-9.3,,63140,,66375,
2021,New Brunswick,2021A000213,Total - Age,English and French,5.1.4,260125,,34.0,,4.1,,5.8,,249950,,245885,
2021,New Brunswick,2021A000213,Total - Age,Neither English nor French,5.1.5,1900,,0.2,,-19.8,,97.9,,2370,,960,
2021,New Brunswick,2021A000213,0 to 14 years,Total - Knowledge of official languages,5.2.1,110940,,100.0,,0.5,,-2.3,,110395,,113500,
2021,New Brunswick,2021A000213,0 to 14 years,English only,5.2.2,64755,,58.4,,-0.6,,-5.9,,65150,,68850,
2021,New Brunswick,2021A000213,0 to 14 years,French only,5.2.3,13040,,11.8,,-16.4,,-25.4,,15600,,17485,
2021,New Brunswick,2021A000213,0 to 14 years,English and French,5.2.4,32410,,29.2,,13.2,,20.4,,28630,,26910,
2021,New Brunswick,2021A000213,0 to 14 years,Neither English nor French,5.2.5,735,,0.7,,-27.9,,188.2,,1020,,255,
2021,New Brunswick,2021A000213,0 to 4 years,Total - Knowledge of official languages,5.3.1,32240,,100.0,,-6.1,,-11.7,,34345,,36510,
2021,New Brunswick,2021A000213,0 to 4 years,English only,5.3.2,22560,,70.0,,-3.7,,-10.8,,23425,,25280,
2021,New Brunswick,2021A000213,0 to 4 years,French only,5.3.3,5315,,16.5,,-19.0,,-29.8,,6560,,7575,
2021,New Brunswick,2021A000213,0 to 4 years,English and French,5.3.4,3840,,11.9,,0.7,,10.2,,3815,,3485,
2021,New Brunswick,2021A000213,0 to 4 years,Neither English nor French,5.3.5,525,,1.6,,-4.5,,208.8,,550,,170,
2021,New Brunswick,2021A000213,5 to 9 years,Total - Knowledge of official languages,5.4.1,38160,,100.0,,-0.2,,4.1,,38235,,36650,
2021,New Brunswick,2021A000213,5 to 9 years,English only,5.4.2,22850,,59.9,,-5.8,,-4.6,,24245,,23955,
2021,New Brunswick,2021A000213,5 to 9 years,French only,5.4.3,4635,,12.1,,-19.7,,-20.5,,5770,,5830,
2021,New Brunswick,2021A000213,5 to 9 years,English and French,5.4.4,10520,,27.6,,33.5,,54.5,,7880,,6810,
2021,New Brunswick,2021A000213,5 to 9 years,Neither English nor French,5.4.5,160,,0.4,,-52.9,,220.0,,340,,50,
2021,New Brunswick,2021A000213,10 to 14 years,Total - Knowledge of official languages,5.5.1,40540,,100.0,,7.2,,0.5,,37820,,40340,
2021,New Brunswick,2021A000213,10 to 14 years,English only,5.5.2,19350,,47.7,,10.7,,-1.3,,17485,,19610,
2021,New Brunswick,2021A000213,10 to 14 years,French only,5.5.3,3090,,7.6,,-5.5,,-24.3,,3270,,4080,
2021,New Brunswick,2021A000213,10 to 14 years,English and French,5.5.4,18050,,44.5,,6.6,,8.6,,16930,,16615,
2021,New Brunswick,2021A000213,10 to 14 years,Neither English nor French,5.5.5,55,,0.1,,-59.3,,83.3,,135,,30,
2021,New Brunswick,2021A000213,15 to 24 years,Total - Knowledge of official languages,5.6.1,80965,,100.0,,-1.0,,-10.1,,81755,,90015,
2021,New Brunswick,2021A000213,15 to 24 years,English only,5.6.2,41380,,51.1,,1.3,,-9.5,,40860,,45705,
2021,New Brunswick,2021A000213,15 to 24 years,French only,5.6.3,3275,,4.0,,-19.1,,-39.7,,4050,,5435,
2021,New Brunswick,2021A000213,15 to 24 years,English and French,5.6.4,36190,,44.7,,-1.3,,-6.8,,36675,,38810,
2021,New Brunswick,2021A000213,15 to 24 years,Neither English nor French,5.6.5,120,,0.1,,-29.4,,84.6,,170,,65,
2021,New Brunswick,2021A000213,15 to 19 years,Total - Knowledge of official languages,5.7.1,38990,,100.0,,-3.7,,-14.7,,40495,,45710,
2021,New Brunswick,2021A000213,15 to 19 years,English only,5.7.2,18295,,46.9,,-4.6,,-18.1,,19170,,22335,
2021,New Brunswick,2021A000213,15 to 19 years,French only,5.7.3,1625,,4.2,,-21.9,,-46.0,,2080,,3010,
2021,New Brunswick,2021A000213,15 to 19 years,English and French,5.7.4,19015,,48.8,,-0.8,,-6.5,,19165,,20340,
2021,New Brunswick,2021A000213,15 to 19 years,Neither English nor French,5.7.5,45,,0.1,,-43.8,,80.0,,80,,25,
2021,New Brunswick,2021A000213,20 to 24 years,Total - Knowledge of official languages,5.8.1,41975,,100.0,,1.7,,-5.2,,41260,,44300,
2021,New Brunswick,2021A000213,20 to 24 years,English only,5.8.2,23080,,55.0,,6.4,,-1.2,,21690,,23370,
2021,New Brunswick,2021A000213,20 to 24 years,French only,5.8.3,1655,,3.9,,-15.8,,-31.6,,1965,,2420,
2021,New Brunswick,2021A000213,20 to 24 years,English and French,5.8.4,17170,,40.9,,-2.0,,-7.0,,17515,,18470,
2021,New Brunswick,2021A000213,20 to 24 years,Neither English nor French,5.8.5,75,,0.2,,-16.7,,87.5,,90,,40,
2021,New Brunswick,2021A000213,25 to 44 years,Total - Knowledge of official languages,5.9.1,177790,,100.0,,3.1,,-3.1,,172485,,183470,
2021,New Brunswick,2021A000213,25 to 44 years,English only,5.9.2,101385,,57.0,,7.6,,0.2,,94190,,101220,
2021,New Brunswick,2021A000213,25 to 44 years,French only,5.9.3,8130,,4.6,,-5.4,,-17.8,,8595,,9890,
2021,New Brunswick,2021A000213,25 to 44 years,English and French,5.9.4,67870,,38.2,,-1.8,,-5.9,,69080,,72120,
2021,New Brunswick,2021A000213,25 to 44 years,Neither English nor French,5.9.5,405,,0.2,,-35.2,,65.3,,625,,245,
2021,New Brunswick,2021A000213,45 to 64 years,Total - Knowledge of official languages,5.10.1,225125,,100.0,,-2.1,,-4.8,,230000,,236380,
2021,New Brunswick,2021A000213,45 to 64 years,English only,5.10.2,133305,,59.2,,-1.7,,-4.3,,135545,,139315,
2021,New Brunswick,2021A000213,45 to 64 years,French only,5.10.3,17465,,7.8,,-10.6,,-15.2,,19545,,20585,
2021,New Brunswick,2021A000213,45 to 64 years,English and French,5.10.4,73965,,32.9,,-0.8,,-3.0,,74530,,76255,
2021,New Brunswick,2021A000213,45 to 64 years,Neither English nor French,5.10.5,395,,0.2,,3.9,,71.7,,380,,230,
2021,New Brunswick,2021A000213,65 years and over,Total - Knowledge of official languages,5.11.1,169815,,100.0,,19.9,,45.7,,141645,,116530,
2021,New Brunswick,2021A000213,65 years and over,English only,5.11.2,101610,,59.8,,19.4,,41.9,,85075,,71595,
2021,New Brunswick,2021A000213,65 years and over,French only,5.11.3,18265,,10.8,,18.9,,40.6,,15365,,12990,
2021,New Brunswick,2021A000213,65 years and over,English and French,5.11.4,49690,,29.3,,21.1,,56.3,,41035,,31795,
2021,New Brunswick,2021A000213,65 years and over,Neither English nor French,5.11.5,245,,0.1,,40.0,,53.1,,175,,160,
2021,New Brunswick,2021A000213,65 to 74 years,Total - Knowledge of official languages,5.12.1,104565,,100.0,,20.3,,55.4,,86940,,67280,
2021,New Brunswick,2021A000213,65 to 74 years,English only,5.12.2,62455,,59.7,,21.4,,54.0,,51460,,40550,
2021,New Brunswick,2021A000213,65 to 74 years,French only,5.12.3,10610,,10.1,,23.2,,57.5,,8610,,6735,
2021,New Brunswick,2021A000213,65 to 74 years,English and French,5.12.4,31360,,30.0,,17.1,,57.4,,26775,,19925,
2021,New Brunswick,2021A000213,65 to 74 years,Neither English nor French,5.12.5,130,,0.1,,36.8,,85.7,,95,,70,
2021,New Brunswick,2021A000213,75 years and over,Total - Knowledge of official languages,5.13.1,65250,,100.0,,19.3,,32.5,,54705,,49255,
2021,New Brunswick,2021A000213,75 years and over,English only,5.13.2,39155,,60.0,,16.5,,26.1,,33615,,31040,
2021,New Brunswick,2021A000213,75 years and over,French only,5.13.3,7655,,11.7,,13.4,,22.5,,6750,,6250,
2021,New Brunswick,2021A000213,75 years and over,English and French,5.13.4,18330,,28.1,,28.5,,54.4,,14260,,11870,
2021,New Brunswick,2021A000213,75 years and over,Neither English nor French,5.13.5,110,,0.2,,46.7,,22.2,,75,,90,
2021,Quebec,2021A000224,Total - Age,Total - Knowledge of official languages,6.1.1,8406905,,100.0,,4.2,,7.6,,8066560,,7815950,
2021,Quebec,2021A000224,Total - Age,English only,6.1.2,445575,,5.3,,19.6,,22.5,,372450,,363860,
2021,Quebec,2021A000224,Total - Age,French only,6.1.3,3980280,,47.3,,-1.3,,-1.7,,4032635,,4047175,
2021,Quebec,2021A000224,Total - Age,English and French,6.1.4,3898980,,46.4,,8.7,,17.1,,3586405,,3328725,
2021,Quebec,2021A000224,Total - Age,Neither English nor French,6.1.5,82075,,1.0,,9.3,,7.7,,75060,,76190,
2021,Quebec,2021A000224,0 to 14 years,Total - Knowledge of official languages,6.2.1,1390470,,100.0,,4.4,,10.6,,1331960,,1257555,
2021,Quebec,2021A000224,0 to 14 years,English only,6.2.2,70760,,5.1,,20.8,,17.6,,58565,,60180,
2021,Quebec,2021A000224,0 to 14 years,French only,6.2.3,942110,,67.8,,-2.7,,1.6,,968275,,927365,
2021,Quebec,2021A000224,0 to 14 years,English and French,6.2.4,354815,,25.5,,26.4,,46.3,,280705,,242550,
2021,Quebec,2021A000224,0 to 14 years,Neither English nor French,6.2.5,22780,,1.6,,-6.7,,-17.0,,24420,,27460,
2021,Quebec,2021A000224,0 to 4 years,Total - Knowledge of official languages,6.3.1,422785,,100.0,,-4.9,,-4.1,,444730,,440655,
2021,Quebec,2021A000224,0 to 4 years,English only,6.3.2,35375,,8.4,,16.6,,10.8,,30330,,31920,
2021,Quebec,2021A000224,0 to 4 years,French only,6.3.3,313885,,74.2,,-9.3,,-8.9,,345885,,344510,
2021,Quebec,2021A000224,0 to 4 years,English and French,6.3.4,54430,,12.9,,13.8,,35.0,,47845,,40320,
2021,Quebec,2021A000224,0 to 4 years,Neither English nor French,6.3.5,19100,,4.5,,-7.6,,-20.1,,20670,,23900,
2021,Quebec,2021A000224,5 to 9 years,Total - Knowledge of official languages,6.4.1,478775,,100.0,,2.1,,19.9,,468865,,399375,
2021,Quebec,2021A000224,5 to 9 years,English only,6.4.2,21680,,4.5,,25.8,,28.5,,17235,,16870,
2021,Quebec,2021A000224,5 to 9 years,French only,6.4.3,349460,,73.0,,-3.6,,13.4,,362530,,308290,
2021,Quebec,2021A000224,5 to 9 years,English and French,6.4.4,104860,,21.9,,21.6,,46.7,,86255,,71460,
2021,Quebec,2021A000224,5 to 9 years,Neither English nor French,6.4.5,2775,,0.6,,-2.3,,0.4,,2840,,2765,
2021,Quebec,2021A000224,10 to 14 years,Total - Knowledge of official languages,6.5.1,488910,,100.0,,16.9,,17.1,,418365,,417530,
2021,Quebec,2021A000224,10 to 14 years,English only,6.5.2,13710,,2.8,,24.6,,20.4,,11000,,11390,
2021,Quebec,2021A000224,10 to 14 years,French only,6.5.3,278765,,57.0,,7.3,,1.5,,259855,,274570,
2021,Quebec,2021A000224,10 to 14 years,English and French,6.5.4,195530,,40.0,,33.4,,49.5,,146605,,130775,
2021,Quebec,2021A000224,10 to 14 years,Neither English nor French,6.5.5,900,,0.2,,-1.1,,13.2,,910,,795,
2021,Quebec,2021A000224,15 to 24 years,Total - Knowledge of official languages,6.6.1,888125,,100.0,,-4.2,,-9.3,,927110,,978700,
2021,Quebec,2021A000224,15 to 24 years,English only,6.6.2,42410,,4.8,,24.0,,29.2,,34200,,32815,
2021,Quebec,2021A000224,15 to 24 years,French only,6.6.3,245535,,27.6,,-21.8,,-37.9,,314080,,395325,
2021,Quebec,2021A000224,15 to 24 years,English and French,6.6.4,598335,,67.4,,3.6,,9.0,,577385,,549065,
2021,Quebec,2021A000224,15 to 24 years,Neither English nor French,6.6.5,1850,,0.2,,28.0,,23.3,,1445,,1500,
2021,Quebec,2021A000224,15 to 19 years,Total - Knowledge of official languages,6.7.1,428545,,100.0,,0.0,,-12.7,,428390,,490705,
2021,Quebec,2021A000224,15 to 19 years,English only,6.7.2,13620,,3.2,,5.9,,-0.4,,12865,,13670,
2021,Quebec,2021A000224,15 to 19 years,French only,6.7.3,135550,,31.6,,-16.7,,-39.1,,162640,,222655,
2021,Quebec,2021A000224,15 to 19 years,English and French,6.7.4,278800,,65.1,,10.5,,9.8,,252280,,253845,
2021,Quebec,2021A000224,15 to 19 years,Neither English nor French,6.7.5,575,,0.1,,-4.2,,7.5,,600,,535,
2021,Quebec,2021A000224,20 to 24 years,Total - Knowledge of official languages,6.8.1,459575,,100.0,,-7.8,,-5.8,,498715,,487995,
2021,Quebec,2021A000224,20 to 24 years,English only,6.8.2,28785,,6.3,,35.0,,50.4,,21330,,19145,
2021,Quebec,2021A000224,20 to 24 years,French only,6.8.3,109985,,23.9,,-27.4,,-36.3,,151435,,172675,
2021,Quebec,2021A000224,20 to 24 years,English and French,6.8.4,319530,,69.5,,-1.7,,8.2,,325105,,295215,
2021,Quebec,2021A000224,20 to 24 years,Neither English nor French,6.8.5,1275,,0.3,,51.8,,32.1,,840,,965,
2021,Quebec,2021A000224,25 to 44 years,Total - Knowledge of official languages,6.9.1,2179280,,100.0,,5.8,,7.1,,2060650,,2034125,
2021,Quebec,2021A000224,25 to 44 years,English only,6.9.2,129495,,5.9,,35.8,,36.2,,95350,,95070,
2021,Quebec,2021A000224,25 to 44 years,French only,6.9.3,690535,,31.7,,-4.7,,-11.9,,724615,,784175,
2021,Quebec,2021A000224,25 to 44 years,English and French,6.9.4,1349040,,61.9,,9.4,,17.6,,1233345,,1146740,
2021,Quebec,2021A000224,25 to 44 years,Neither English nor French,6.9.5,10210,,0.5,,39.1,,25.4,,7340,,8145,
2021,Quebec,2021A000224,45 to 64 years,Total - Knowledge of official languages,6.10.1,2269720,,100.0,,-2.4,,-3.4,,2324450,,2350525,
2021,Quebec,2021A000224,45 to 64 years,English only,6.10.2,111300,,4.9,,7.7,,10.6,,103335,,100670,
2021,Quebec,2021A000224,45 to 64 years,French only,6.10.3,1096200,,48.3,,-7.2,,-10.8,,1180660,,1229050,
2021,Quebec,2021A000224,45 to 64 years,English and French,6.10.4,1045110,,46.0,,1.9,,3.8,,1025490,,1006475,
2021,Quebec,2021A000224,45 to 64 years,Neither English nor French,6.10.5,17110,,0.8,,14.4,,19.4,,14960,,14335,
2021,Quebec,2021A000224,65 years and over,Total - Knowledge of official languages,6.11.1,1679305,,100.0,,18.1,,40.5,,1422390,,1195050,
2021,Quebec,2021A000224,65 years and over,English only,6.11.2,91605,,5.5,,13.1,,21.9,,81000,,75130,
2021,Quebec,2021A000224,65 years and over,French only,6.11.3,1005895,,59.9,,19.0,,41.4,,845005,,711255,
2021,Quebec,2021A000224,65 years and over,English and French,6.11.4,551680,,32.9,,17.5,,43.7,,469485,,383900,
2021,Quebec,2021A000224,65 years and over,Neither English nor French,6.11.5,30120,,1.8,,11.9,,21.7,,26905,,24755,
2021,Quebec,2021A000224,65 to 74 years,Total - Knowledge of official languages,6.12.1,987280,,100.0,,16.0,,44.0,,850775,,685790,
2021,Quebec,2021A000224,65 to 74 years,English only,6.12.2,47325,,4.8,,15.3,,29.9,,41060,,36430,
2021,Quebec,2021A000224,65 to 74 years,French only,6.12.3,576670,,58.4,,18.0,,45.5,,488545,,396305,
2021,Quebec,2021A000224,65 to 74 years,English and French,6.12.4,351240,,35.6,,12.9,,44.3,,311080,,243365,
2021,Quebec,2021A000224,65 to 74 years,Neither English nor French,6.12.5,12050,,1.2,,19.4,,24.3,,10090,,9695,
2021,Quebec,2021A000224,75 years and over,Total - Knowledge of official languages,6.13.1,692025,,100.0,,21.1,,35.9,,571615,,509255,
2021,Quebec,2021A000224,75 years and over,English only,6.13.2,44285,,6.4,,10.9,,14.4,,39940,,38705,
2021,Quebec,2021A000224,75 years and over,French only,6.13.3,429225,,62.0,,20.4,,36.3,,356465,,314955,
2021,Quebec,2021A000224,75 years and over,English and French,6.13.4,200445,,29.0,,26.5,,42.6,,158405,,140540,
2021,Quebec,2021A000224,75 years and over,Neither English nor French,6.13.5,18075,,2.6,,7.5,,20.0,,16810,,15060,
2021,Ontario,2021A000235,Total - Age,Total - Knowledge of official languages,7.1.1,14099790,,100.0,,5.9,,10.8,,13312870,,12722065,
2021,Ontario,2021A000235,Total - Age,English only,7.1.2,12196575,,86.5,,6.5,,11.0,,11455495,,10984360,
2021,Ontario,2021A000235,Total - Age,French only,7.1.3,39310,,0.3,,-1.8,,-8.5,,40040,,42980,
2021,Ontario,2021A000235,Total - Age,English and French,7.1.4,1519365,,10.8,,1.9,,8.9,,1490390,,1395805,
2021,Ontario,2021A000235,Total - Age,Neither English nor French,7.1.5,344540,,2.4,,5.4,,15.3,,326935,,298920,
2021,Ontario,2021A000235,0 to 14 years,Total - Knowledge of official languages,7.2.1,2250650,,100.0,,2.0,,3.3,,2205740,,2178785,
2021,Ontario,2021A000235,0 to 14 years,English only,7.2.2,1913945,,85.0,,3.0,,1.8,,1857920,,1879235,
2021,Ontario,2021A000235,0 to 14 years,French only,7.2.3,14040,,0.6,,-9.8,,-16.5,,15565,,16820,
2021,Ontario,2021A000235,0 to 14 years,English and French,7.2.4,278520,,12.4,,-2.2,,18.4,,284675,,235260,
2021,Ontario,2021A000235,0 to 14 years,Neither English nor French,7.2.5,44150,,2.0,,-7.2,,-7.0,,47585,,47475,
2021,Ontario,2021A000235,0 to 4 years,Total - Knowledge of official languages,7.3.1,683070,,100.0,,-1.9,,-2.9,,696510,,703620,
2021,Ontario,2021A000235,0 to 4 years,English only,7.3.2,613380,,89.8,,-1.0,,-2.0,,619285,,625645,
2021,Ontario,2021A000235,0 to 4 years,French only,7.3.3,7155,,1.0,,-13.3,,-22.5,,8255,,9235,
2021,Ontario,2021A000235,0 to 4 years,English and French,7.3.4,25485,,3.7,,-11.7,,-4.2,,28865,,26600,
2021,Ontario,2021A000235,0 to 4 years,Neither English nor French,7.3.5,37050,,5.4,,-7.6,,-12.1,,40110,,42135,
2021,Ontario,2021A000235,5 to 9 years,Total - Knowledge of official languages,7.4.1,764150,,100.0,,1.1,,7.3,,755520,,712320,
2021,Ontario,2021A000235,5 to 9 years,English only,7.4.2,662365,,86.7,,3.4,,6.4,,640870,,622365,
2021,Ontario,2021A000235,5 to 9 years,French only,7.4.3,4785,,0.6,,-8.0,,-9.5,,5200,,5290,
2021,Ontario,2021A000235,5 to 9 years,English and French,7.4.4,92120,,12.1,,-11.7,,13.8,,104370,,80920,
2021,Ontario,2021A000235,5 to 9 years,Neither English nor French,7.4.5,4885,,0.6,,-3.7,,30.6,,5075,,3740,
2021,Ontario,2021A000235,10 to 14 years,Total - Knowledge of official languages,7.5.1,803425,,100.0,,6.6,,5.3,,753710,,762850,
2021,Ontario,2021A000235,10 to 14 years,English only,7.5.2,638200,,79.4,,6.8,,1.1,,597765,,631225,
2021,Ontario,2021A000235,10 to 14 years,French only,7.5.3,2095,,0.3,,-0.7,,-8.5,,2110,,2290,
2021,Ontario,2021A000235,10 to 14 years,English and French,7.5.4,160910,,20.0,,6.3,,26.0,,151435,,127735,
2021,Ontario,2021A000235,10 to 14 years,Neither English nor French,7.5.5,2215,,0.3,,-7.9,,38.4,,2405,,1600,
2021,Ontario,2021A000235,15 to 24 years,Total - Knowledge of official languages,7.6.1,1692785,,100.0,,-0.5,,-1.1,,1701290,,1711220,
2021,Ontario,2021A000235,15 to 24 years,English only,7.6.2,1423950,,84.1,,-1.7,,-3.0,,1447885,,1467280,
2021,Ontario,2021A000235,15 to 24 years,French only,7.6.3,1790,,0.1,,-1.6,,-17.7,,1820,,2175,
2021,Ontario,2021A000235,15 to 24 years,English and French,7.6.4,261850,,15.5,,6.5,,11.1,,245795,,235700,
