REF_DATE,GEO,DGUID,Age (13B),Knowledge of official languages (5),Coordinate,Statistics (6A):2021 Counts[1],Symbol,Statistics (6A):% distribution (2021)[2],Symbol,Statistics (6A):% change (2016 to 2021)[3],Symbol,Statistics (6A):% change (2011 to 2021)[4],Symbol,Statistics (6A):2016 Counts[5],Symbol,Statistics (6A):2011 Counts[6],Symbol
2021,Alberta,2021A000248,65 to 74 years,English only,10.12.2,345910,,91.7,,31.6,,73.3,,262810,,199635,
2021,Alberta,2021A000248,65 to 74 years,French only,10.12.3,255,,0.1,,41.7,,45.7,,180,,175,
2021,Alberta,2021A000248,65 to 74 years,English and French,10.12.4,17575,,4.7,,20.8,,61.6,,14550,,10875,
2021,Alberta,2021A000248,65 to 74 years,Neither English nor French,10.12.5,13480,,3.6,,37.9,,89.5,,9775,,7115,
2021,Alberta,2021A000248,75 years and over,Total - Knowledge of official languages,10.13.1,225765,,100.0,,20.3,,35.5,,187675,,166600,
2021,Alberta,2021A000248,75 years and over,English only,10.13.2,203255,,90.0,,20.0,,34.8,,169445,,150730,
2021,Alberta,2021A000248,75 years and over,French only,10.13.3,195,,0.1,,14.7,,-2.5,,170,,200,
2021,Alberta,2021A000248,75 years and over,English and French,10.13.4,9600,,4.3,,25.4,,39.9,,7655,,6860,
2021,Alberta,2021A000248,75 years and over,Neither English nor French,10.13.5,12715,,5.6,,22.1,,44.3,,10415,,8810,
2021,British Columbia,2021A000259,Total - Age,Total - Knowledge of official languages,11.1.1,4951660,,100.0,,7.7,,13.7,,4598410,,4356205,
2021,British Columbia,2021A000259,Total - Age,English only,11.1.2,4461290,,90.1,,8.1,,14.0,,4127770,,3912950,
2021,British Columbia,2021A000259,Total - Age,French only,11.1.3,1780,,0.0,,-1.7,,-13.2,,1810,,2050,
2021,British Columbia,2021A000259,Total - Age,English and French,11.1.4,326865,,6.6,,3.8,,10.2,,314925,,296645,
2021,British Columbia,2021A000259,Total - Age,Neither English nor French,11.1.5,161715,,3.3,,5.1,,11.9,,153910,,144560,
2021,British Columbia,2021A000259,0 to 14 years,Total - Knowledge of official languages,11.2.1,716485,,100.0,,3.7,,5.8,,690915,,677060,
2021,British Columbia,2021A000259,0 to 14 years,English only,11.2.2,646940,,90.3,,4.7,,6.3,,617755,,608755,
2021,British Columbia,2021A000259,0 to 14 years,French only,11.2.3,550,,0.1,,7.8,,-6.8,,510,,590,
2021,British Columbia,2021A000259,0 to 14 years,English and French,11.2.4,51260,,7.2,,-4.6,,6.1,,53745,,48295,
2021,British Columbia,2021A000259,0 to 14 years,Neither English nor French,11.2.5,17730,,2.5,,-6.2,,-8.7,,18910,,19425,
2021,British Columbia,2021A000259,0 to 4 years,Total - Knowledge of official languages,11.3.1,216660,,100.0,,-1.7,,-1.3,,220470,,219570,
2021,British Columbia,2021A000259,0 to 4 years,English only,11.3.2,198970,,91.8,,-1.2,,-0.7,,201310,,200350,
2021,British Columbia,2021A000259,0 to 4 years,French only,11.3.3,340,,0.2,,-2.9,,-16.0,,350,,405,
2021,British Columbia,2021A000259,0 to 4 years,English and French,11.3.4,2935,,1.4,,-8.6,,5.0,,3210,,2795,
2021,British Columbia,2021A000259,0 to 4 years,Neither English nor French,11.3.5,14415,,6.7,,-7.6,,-10.0,,15600,,16020,
2021,British Columbia,2021A000259,5 to 9 years,Total - Knowledge of official languages,11.4.1,244220,,100.0,,3.1,,11.6,,236765,,218800,
2021,British Columbia,2021A000259,5 to 9 years,English only,11.4.2,225000,,92.1,,4.5,,12.2,,215210,,200470,
2021,British Columbia,2021A000259,5 to 9 years,French only,11.4.3,135,,0.1,,28.6,,22.7,,105,,110,
2021,British Columbia,2021A000259,5 to 9 years,English and French,11.4.4,16695,,6.8,,-12.8,,5.2,,19145,,15865,
2021,British Columbia,2021A000259,5 to 9 years,Neither English nor French,11.4.5,2395,,1.0,,3.9,,1.7,,2305,,2355,
2021,British Columbia,2021A000259,10 to 14 years,Total - Knowledge of official languages,11.5.1,255605,,100.0,,9.4,,7.1,,233680,,238695,
2021,British Columbia,2021A000259,10 to 14 years,English only,11.5.2,222975,,87.2,,10.8,,7.2,,201230,,207925,
2021,British Columbia,2021A000259,10 to 14 years,French only,11.5.3,75,,0.0,,25.0,,0.0,,60,,75,
2021,British Columbia,2021A000259,10 to 14 years,English and French,11.5.4,31630,,12.4,,0.8,,6.7,,31390,,29630,
2021,British Columbia,2021A000259,10 to 14 years,Neither English nor French,11.5.5,925,,0.4,,-8.0,,-12.3,,1005,,1055,
2021,British Columbia,2021A000259,15 to 24 years,Total - Knowledge of official languages,11.6.1,547095,,100.0,,0.4,,-1.2,,544990,,553715,
2021,British Columbia,2021A000259,15 to 24 years,English only,11.6.2,484095,,88.5,,0.2,,-2.1,,483070,,494315,
2021,British Columbia,2021A000259,15 to 24 years,French only,11.6.3,105,,0.0,,-16.0,,-25.0,,125,,140,
2021,British Columbia,2021A000259,15 to 24 years,English and French,11.6.4,60995,,11.1,,2.4,,8.3,,59550,,56310,
2021,British Columbia,2021A000259,15 to 24 years,Neither English nor French,11.6.5,1900,,0.3,,-15.4,,-35.7,,2245,,2955,
2021,British Columbia,2021A000259,15 to 19 years,Total - Knowledge of official languages,11.7.1,253150,,100.0,,-2.1,,-7.9,,258515,,274820,
2021,British Columbia,2021A000259,15 to 19 years,English only,11.7.2,218325,,86.2,,-2.0,,-9.3,,222830,,240730,
2021,British Columbia,2021A000259,15 to 19 years,French only,11.7.3,35,,0.0,,-41.7,,-46.2,,60,,65,
2021,British Columbia,2021A000259,15 to 19 years,English and French,11.7.4,34055,,13.5,,-1.8,,3.3,,34665,,32970,
2021,British Columbia,2021A000259,15 to 19 years,Neither English nor French,11.7.5,735,,0.3,,-23.0,,-30.7,,955,,1060,
2021,British Columbia,2021A000259,20 to 24 years,Total - Knowledge of official languages,11.8.1,293945,,100.0,,2.6,,5.4,,286480,,278895,
2021,British Columbia,2021A000259,20 to 24 years,English only,11.8.2,265775,,90.4,,2.1,,4.8,,260240,,253585,
2021,British Columbia,2021A000259,20 to 24 years,French only,11.8.3,65,,0.0,,0.0,,-13.3,,65,,75,
2021,British Columbia,2021A000259,20 to 24 years,English and French,11.8.4,26945,,9.2,,8.3,,15.5,,24885,,23335,
2021,British Columbia,2021A000259,20 to 24 years,Neither English nor French,11.8.5,1160,,0.4,,-10.1,,-38.9,,1290,,1900,
2021,British Columbia,2021A000259,25 to 44 years,Total - Knowledge of official languages,11.9.1,1362295,,100.0,,13.6,,18.1,,1198920,,1153305,
2021,British Columbia,2021A000259,25 to 44 years,English only,11.9.2,1246790,,91.5,,14.4,,19.6,,1089430,,1042805,
2021,British Columbia,2021A000259,25 to 44 years,French only,11.9.3,365,,0.0,,0.0,,5.8,,365,,345,
2021,British Columbia,2021A000259,25 to 44 years,English and French,11.9.4,97730,,7.2,,6.9,,9.9,,91420,,88900,
2021,British Columbia,2021A000259,25 to 44 years,Neither English nor French,11.9.5,17405,,1.3,,-1.7,,-18.1,,17705,,21245,
2021,British Columbia,2021A000259,45 to 64 years,Total - Knowledge of official languages,11.10.1,1342785,,100.0,,-0.3,,2.3,,1347040,,1312170,
2021,British Columbia,2021A000259,45 to 64 years,English only,11.10.2,1219185,,90.8,,-0.2,,2.6,,1221365,,1188860,
2021,British Columbia,2021A000259,45 to 64 years,French only,11.10.3,355,,0.0,,-5.3,,-17.4,,375,,430,
2021,British Columbia,2021A000259,45 to 64 years,English and French,11.10.4,71020,,5.3,,0.6,,-1.3,,70590,,71960,
2021,British Columbia,2021A000259,45 to 64 years,Neither English nor French,11.10.5,52230,,3.9,,-4.5,,2.6,,54705,,50920,
2021,British Columbia,2021A000259,65 years and over,Total - Knowledge of official languages,11.11.1,982995,,100.0,,20.4,,48.9,,816545,,659950,
2021,British Columbia,2021A000259,65 years and over,English only,11.11.2,864275,,87.9,,20.7,,49.5,,716150,,578220,
2021,British Columbia,2021A000259,65 years and over,French only,11.11.3,405,,0.0,,-5.8,,-25.7,,430,,545,
2021,British Columbia,2021A000259,65 years and over,English and French,11.11.4,45860,,4.7,,15.7,,47.1,,39630,,31185,
2021,British Columbia,2021A000259,65 years and over,Neither English nor French,11.11.5,72455,,7.4,,20.1,,44.9,,60335,,50005,
2021,British Columbia,2021A000259,65 to 74 years,Total - Knowledge of official languages,11.12.1,586700,,100.0,,21.0,,59.4,,484805,,368140,
2021,British Columbia,2021A000259,65 to 74 years,English only,11.12.2,522215,,89.0,,21.4,,60.7,,430150,,325020,
2021,British Columbia,2021A000259,65 to 74 years,French only,11.12.3,185,,0.0,,-7.5,,-28.8,,200,,260,
2021,British Columbia,2021A000259,65 to 74 years,English and French,11.12.4,29015,,4.9,,10.3,,48.9,,26305,,19485,
2021,British Columbia,2021A000259,65 to 74 years,Neither English nor French,11.12.5,35285,,6.0,,25.4,,51.0,,28145,,23375,
2021,British Columbia,2021A000259,75 years and over,Total - Knowledge of official languages,11.13.1,396295,,100.0,,19.5,,35.8,,331740,,291815,
2021,British Columbia,2021A000259,75 years and over,English only,11.13.2,342060,,86.3,,19.6,,35.1,,286000,,253195,
2021,British Columbia,2021A000259,75 years and over,French only,11.13.3,220,,0.1,,-4.3,,-22.8,,230,,285,
2021,British Columbia,2021A000259,75 years and over,English and French,11.13.4,16845,,4.3,,26.4,,44.0,,13325,,11700,
2021,British Columbia,2021A000259,75 years and over,Neither English nor French,11.13.5,37165,,9.4,,15.5,,39.6,,32190,,26630,
2021,Yukon,2021A000260,Total - Age,Total - Knowledge of official languages,12.1.1,39840,,100.0,,12.0,,18.4,,35560,,33655,
2021,Yukon,2021A000260,Total - Age,English only,12.1.2,33950,,85.2,,11.6,,16.9,,30425,,29050,
2021,Yukon,2021A000260,Total - Age,French only,12.1.3,85,,0.2,,-5.6,,-5.6,,90,,90,
2021,Yukon,2021A000260,Total - Age,English and French,12.1.4,5660,,14.2,,15.5,,28.2,,4900,,4415,
2021,Yukon,2021A000260,Total - Age,Neither English nor French,12.1.5,145,,0.4,,3.6,,52.6,,140,,95,
2021,Yukon,2021A000260,0 to 14 years,Total - Knowledge of official languages,12.2.1,6815,,100.0,,9.0,,16.4,,6250,,5855,
2021,Yukon,2021A000260,0 to 14 years,English only,12.2.2,5570,,81.7,,7.5,,14.4,,5180,,4870,
2021,Yukon,2021A000260,0 to 14 years,French only,12.2.3,50,,0.7,,-9.1,,11.1,,55,,45,
2021,Yukon,2021A000260,0 to 14 years,English and French,12.2.4,1155,,16.9,,17.3,,26.2,,985,,915,
2021,Yukon,2021A000260,0 to 14 years,Neither English nor French,12.2.5,35,,0.5,,40.0,,40.0,,25,,25,
2021,Yukon,2021A000260,0 to 4 years,Total - Knowledge of official languages,12.3.1,2170,,100.0,,1.9,,9.6,,2130,,1980,
2021,Yukon,2021A000260,0 to 4 years,English only,12.3.2,1975,,91.0,,1.3,,8.2,,1950,,1825,
2021,Yukon,2021A000260,0 to 4 years,French only,12.3.3,25,,1.2,,-28.6,,-16.7,,35,,30,
2021,Yukon,2021A000260,0 to 4 years,English and French,12.3.4,135,,6.2,,8.0,,28.6,,125,,105,
2021,Yukon,2021A000260,0 to 4 years,Neither English nor French,12.3.5,35,,1.6,,75.0,,75.0,,20,,20,
2021,Yukon,2021A000260,5 to 9 years,Total - Knowledge of official languages,12.4.1,2375,,100.0,,12.6,,24.7,,2110,,1905,
2021,Yukon,2021A000260,5 to 9 years,English only,12.4.2,1925,,81.1,,10.6,,21.5,,1740,,1585,
2021,Yukon,2021A000260,5 to 9 years,French only,12.4.3,20,,0.8,,33.3,,100.0,,15,,10,
2021,Yukon,2021A000260,5 to 9 years,English and French,12.4.4,425,,17.9,,19.7,,39.3,,355,,305,
2021,Yukon,2021A000260,5 to 9 years,Neither English nor French,12.4.5,0,,0.0,,0,...,-100.0,,0,,5,
2021,Yukon,2021A000260,10 to 14 years,Total - Knowledge of official languages,12.5.1,2265,,100.0,,13.0,,14.7,,2005,,1975,
2021,Yukon,2021A000260,10 to 14 years,English only,12.5.2,1670,,73.7,,11.7,,14.4,,1495,,1460,
2021,Yukon,2021A000260,10 to 14 years,French only,12.5.3,5,,0.2,,-50.0,,0,...,10,,0,
2021,Yukon,2021A000260,10 to 14 years,English and French,12.5.4,590,,26.0,,18.0,,15.7,,500,,510,
2021,Yukon,2021A000260,10 to 14 years,Neither English nor French,12.5.5,0,,0.0,,-100.0,,-100.0,,5,,5,
2021,Yukon,2021A000260,15 to 24 years,Total - Knowledge of official languages,12.6.1,4150,,100.0,,7.4,,-5.8,,3865,,4405,
2021,Yukon,2021A000260,15 to 24 years,English only,12.6.2,3305,,79.6,,6.4,,-11.2,,3105,,3720,
2021,Yukon,2021A000260,15 to 24 years,French only,12.6.3,0,,0.0,,0,...,0,...,0,,5,
2021,Yukon,2021A000260,15 to 24 years,English and French,12.6.4,845,,20.4,,12.7,,23.4,,750,,685,
2021,Yukon,2021A000260,15 to 24 years,Neither English nor French,12.6.5,0,,0.0,,-100.0,,-100.0,,5,,5,
2021,Yukon,2021A000260,15 to 19 years,Total - Knowledge of official languages,12.7.1,2040,,100.0,,6.5,,-7.1,,1915,,2195,
2021,Yukon,2021A000260,15 to 19 years,English only,12.7.2,1565,,76.7,,8.3,,-14.0,,1445,,1820,
2021,Yukon,2021A000260,15 to 19 years,French only,12.7.3,0,,0.0,,0,...,0,...,0,,0,
2021,Yukon,2021A000260,15 to 19 years,English and French,12.7.4,470,,23.0,,1.1,,25.3,,465,,375,
2021,Yukon,2021A000260,15 to 19 years,Neither English nor French,12.7.5,0,,0.0,,0,...,0,...,0,,0,
2021,Yukon,2021A000260,20 to 24 years,Total - Knowledge of official languages,12.8.1,2110,,100.0,,8.2,,-4.7,,1950,,2215,
2021,Yukon,2021A000260,20 to 24 years,English only,12.8.2,1730,,82.0,,4.2,,-8.9,,1660,,1900,
2021,Yukon,2021A000260,20 to 24 years,French only,12.8.3,0,,0.0,,0,...,0,...,0,,5,
2021,Yukon,2021A000260,20 to 24 years,English and French,12.8.4,375,,17.8,,31.6,,19.0,,285,,315,
2021,Yukon,2021A000260,20 to 24 years,Neither English nor French,12.8.5,0,,0.0,,0,...,0,...,5,,5,
2021,Yukon,2021A000260,25 to 44 years,Total - Knowledge of official languages,12.9.1,12315,,100.0,,17.2,,29.9,,10505,,9480,
2021,Yukon,2021A000260,25 to 44 years,English only,12.9.2,10295,,83.6,,17.3,,28.3,,8775,,8025,
2021,Yukon,2021A000260,25 to 44 years,French only,12.9.3,10,,0.1,,0.0,,0.0,,10,,10,
2021,Yukon,2021A000260,25 to 44 years,English and French,12.9.4,2005,,16.3,,18.6,,41.2,,1690,,1420,
2021,Yukon,2021A000260,25 to 44 years,Neither English nor French,12.9.5,10,,0.1,,-50.0,,-50.0,,20,,20,
2021,Yukon,2021A000260,45 to 64 years,Total - Knowledge of official languages,12.10.1,10710,,100.0,,-0.9,,-2.1,,10810,,10940,
2021,Yukon,2021A000260,45 to 64 years,English only,12.10.2,9440,,88.1,,-1.8,,-2.8,,9615,,9710,
2021,Yukon,2021A000260,45 to 64 years,French only,12.10.3,15,,0.1,,50.0,,-25.0,,10,,20,
2021,Yukon,2021A000260,45 to 64 years,English and French,12.10.4,1205,,11.3,,6.6,,2.6,,1130,,1175,
2021,Yukon,2021A000260,45 to 64 years,Neither English nor French,12.10.5,45,,0.4,,-10.0,,28.6,,50,,35,
2021,Yukon,2021A000260,65 years and over,Total - Knowledge of official languages,12.11.1,5850,,100.0,,41.6,,96.6,,4130,,2975,
2021,Yukon,2021A000260,65 years and over,English only,12.11.2,5340,,91.3,,42.6,,96.0,,3745,,2725,
2021,Yukon,2021A000260,65 years and over,French only,12.11.3,5,,0.1,,0.0,,-50.0,,5,,10,
2021,Yukon,2021A000260,65 years and over,English and French,12.11.4,445,,7.6,,29.0,,102.3,,345,,220,
2021,Yukon,2021A000260,65 years and over,Neither English nor French,12.11.5,50,,0.9,,42.9,,100.0,,35,,25,
2021,Yukon,2021A000260,65 to 74 years,Total - Knowledge of official languages,12.12.1,4105,,100.0,,41.1,,102.7,,2910,,2025,
2021,Yukon,2021A000260,65 to 74 years,English only,12.12.2,3735,,91.0,,42.6,,102.4,,2620,,1845,
2021,Yukon,2021A000260,65 to 74 years,French only,12.12.3,5,,0.1,,0,...,-50.0,,0,,10,
2021,Yukon,2021A000260,65 to 74 years,English and French,12.12.4,340,,8.3,,25.9,,100.0,,270,,170,
2021,Yukon,2021A000260,65 to 74 years,Neither English nor French,12.12.5,25,,0.6,,25.0,,150.0,,20,,10,
2021,Yukon,2021A000260,75 years and over,Total - Knowledge of official languages,12.13.1,1750,,100.0,,43.4,,84.2,,1220,,950,
2021,Yukon,2021A000260,75 years and over,English only,12.13.2,1610,,92.0,,43.1,,81.9,,1125,,885,
2021,Yukon,2021A000260,75 years and over,French only,12.13.3,5,,0.3,,0.0,,0.0,,5,,5,
2021,Yukon,2021A000260,75 years and over,English and French,12.13.4,110,,6.3,,46.7,,100.0,,75,,55,
2021,Yukon,2021A000260,75 years and over,Neither English nor French,12.13.5,20,,1.1,,33.3,,100.0,,15,,10,
2021,Northwest Territories,2021A000261,Total - Age,Total - Knowledge of official languages,13.1.1,40545,,100.0,,-2.0,,-1.2,,41380,,41040,
2021,Northwest Territories,2021A000261,Total - Age,English only,13.1.2,35940,,88.6,,-2.5,,-3.0,,36845,,37040,
2021,Northwest Territories,2021A000261,Total - Age,French only,13.1.3,100,,0.2,,53.8,,100.0,,65,,50,
2021,Northwest Territories,2021A000261,Total - Age,English and French,13.1.4,4295,,10.6,,0.5,,15.5,,4275,,3720,
2021,Northwest Territories,2021A000261,Total - Age,Neither English nor French,13.1.5,215,,0.5,,10.3,,-6.5,,195,,230,
2021,Northwest Territories,2021A000261,0 to 14 years,Total - Knowledge of official languages,13.2.1,8470,,100.0,,-4.2,,-5.8,,8845,,8995,
2021,Northwest Territories,2021A000261,0 to 14 years,English only,13.2.2,7275,,85.9,,-5.4,,-10.6,,7690,,8140,
2021,Northwest Territories,2021A000261,0 to 14 years,French only,13.2.3,55,,0.6,,57.1,,83.3,,35,,30,
2021,Northwest Territories,2021A000261,0 to 14 years,English and French,13.2.4,1085,,12.8,,-1.4,,38.2,,1100,,785,
2021,Northwest Territories,2021A000261,0 to 14 years,Neither English nor French,13.2.5,55,,0.6,,175.0,,37.5,,20,,40,
2021,Northwest Territories,2021A000261,0 to 4 years,Total - Knowledge of official languages,13.3.1,2825,,100.0,,-9.3,,-14.0,,3115,,3285,
2021,Northwest Territories,2021A000261,0 to 4 years,English only,13.3.2,2620,,92.7,,-11.2,,-16.3,,2950,,3130,
2021,Northwest Territories,2021A000261,0 to 4 years,French only,13.3.3,35,,1.2,,40.0,,40.0,,25,,25,
2021,Northwest Territories,2021A000261,0 to 4 years,English and French,13.3.4,120,,4.2,,-7.7,,26.3,,130,,95,
2021,Northwest Territories,2021A000261,0 to 4 years,Neither English nor French,13.3.5,55,,1.9,,450.0,,37.5,,10,,40,
2021,Northwest Territories,2021A000261,5 to 9 years,Total - Knowledge of official languages,13.4.1,2820,,100.0,,-6.2,,-1.1,,3005,,2850,
2021,Northwest Territories,2021A000261,5 to 9 years,English only,13.4.2,2360,,83.7,,-6.9,,-5.8,,2535,,2505,
2021,Northwest Territories,2021A000261,5 to 9 years,French only,13.4.3,20,,0.7,,300.0,,0,...,5,,0,
2021,Northwest Territories,2021A000261,5 to 9 years,English and French,13.4.4,440,,15.6,,-3.3,,29.4,,455,,340,
2021,Northwest Territories,2021A000261,5 to 9 years,Neither English nor French,13.4.5,0,,0.0,,-100.0,,0,...,5,,0,
2021,Northwest Territories,2021A000261,10 to 14 years,Total - Knowledge of official languages,13.5.1,2830,,100.0,,3.9,,-0.9,,2725,,2855,
2021,Northwest Territories,2021A000261,10 to 14 years,English only,13.5.2,2295,,81.1,,4.1,,-8.4,,2205,,2505,
2021,Northwest Territories,2021A000261,10 to 14 years,French only,13.5.3,5,,0.2,,0.0,,0,...,5,,0,
2021,Northwest Territories,2021A000261,10 to 14 years,English and French,13.5.4,525,,18.6,,1.0,,50.0,,520,,350,
2021,Northwest Territories,2021A000261,10 to 14 years,Neither English nor French,13.5.5,0,,0.0,,0,...,0,...,0,,0,
2021,Northwest Territories,2021A000261,15 to 24 years,Total - Knowledge of official languages,13.6.1,5010,,100.0,,-12.1,,-24.9,,5700,,6675,
2021,Northwest Territories,2021A000261,15 to 24 years,English only,13.6.2,4305,,85.9,,-14.7,,-28.4,,5045,,6015,
2021,Northwest Territories,2021A000261,15 to 24 years,French only,13.6.3,5,,0.1,,0.0,,0.0,,5,,5,
2021,Northwest Territories,2021A000261,15 to 24 years,English and French,13.6.4,700,,14.0,,7.7,,6.9,,650,,655,
2021,Northwest Territories,2021A000261,15 to 24 years,Neither English nor French,13.6.5,5,,0.1,,0.0,,0,...,5,,0,
2021,Northwest Territories,2021A000261,15 to 19 years,Total - Knowledge of official languages,13.7.1,2495,,100.0,,-6.2,,-25.9,,2660,,3365,
2021,Northwest Territories,2021A000261,15 to 19 years,English only,13.7.2,2060,,82.6,,-10.6,,-31.6,,2305,,3010,
2021,Northwest Territories,2021A000261,15 to 19 years,French only,13.7.3,0,,0.0,,0,...,0,...,0,,0,
2021,Northwest Territories,2021A000261,15 to 19 years,English and French,13.7.4,430,,17.2,,22.9,,22.9,,350,,350,
2021,Northwest Territories,2021A000261,15 to 19 years,Neither English nor French,13.7.5,0,,0.0,,0,...,0,...,0,,0,
2021,Northwest Territories,2021A000261,20 to 24 years,Total - Knowledge of official languages,13.8.1,2510,,100.0,,-17.4,,-24.3,,3040,,3315,
2021,Northwest Territories,2021A000261,20 to 24 years,English only,13.8.2,2240,,89.2,,-18.2,,-25.5,,2740,,3005,
2021,Northwest Territories,2021A000261,20 to 24 years,French only,13.8.3,5,,0.2,,0.0,,0,...,5,,0,
2021,Northwest Territories,2021A000261,20 to 24 years,English and French,13.8.4,270,,10.8,,-8.5,,-11.5,,295,,305,
2021,Northwest Territories,2021A000261,20 to 24 years,Neither English nor French,13.8.5,5,,0.2,,0,...,0,...,0,,0,
2021,Northwest Territories,2021A000261,25 to 44 years,Total - Knowledge of official languages,13.9.1,12645,,100.0,,-1.4,,0.2,,12825,,12625,
2021,Northwest Territories,2021A000261,25 to 44 years,English only,13.9.2,11075,,87.6,,-2.0,,-2.2,,11300,,11325,
2021,Northwest Territories,2021A000261,25 to 44 years,French only,13.9.3,10,,0.1,,0.0,,100.0,,10,,5,
2021,Northwest Territories,2021A000261,25 to 44 years,English and French,13.9.4,1540,,12.2,,2.7,,20.3,,1500,,1280,
2021,Northwest Territories,2021A000261,25 to 44 years,Neither English nor French,13.9.5,25,,0.2,,25.0,,66.7,,20,,15,
2021,Northwest Territories,2021A000261,45 to 64 years,Total - Knowledge of official languages,13.10.1,10525,,100.0,,-3.7,,0.4,,10925,,10485,
2021,Northwest Territories,2021A000261,45 to 64 years,English only,13.10.2,9710,,92.3,,-3.2,,1.1,,10030,,9600,
2021,Northwest Territories,2021A000261,45 to 64 years,French only,13.10.3,20,,0.2,,33.3,,300.0,,15,,5,
2021,Northwest Territories,2021A000261,45 to 64 years,English and French,13.10.4,750,,7.1,,-10.2,,-10.2,,835,,835,
2021,Northwest Territories,2021A000261,45 to 64 years,Neither English nor French,13.10.5,50,,0.5,,25.0,,42.9,,40,,35,
2021,Northwest Territories,2021A000261,65 years and over,Total - Knowledge of official languages,13.11.1,3890,,100.0,,26.3,,72.5,,3080,,2255,
2021,Northwest Territories,2021A000261,65 years and over,English only,13.11.2,3580,,92.0,,28.8,,83.1,,2780,,1955,
2021,Northwest Territories,2021A000261,65 years and over,French only,13.11.3,5,,0.1,,0,...,0,...,0,,0,
2021,Northwest Territories,2021A000261,65 years and over,English and French,13.11.4,225,,5.8,,21.6,,45.2,,185,,155,
2021,Northwest Territories,2021A000261,65 years and over,Neither English nor French,13.11.5,80,,2.1,,-30.4,,-44.8,,115,,145,
2021,Northwest Territories,2021A000261,65 to 74 years,Total - Knowledge of official languages,13.12.1,2735,,100.0,,24.3,,78.8,,2200,,1530,
2021,Northwest Territories,2021A000261,65 to 74 years,English only,13.12.2,2555,,93.4,,25.9,,85.8,,2030,,1375,
2021,Northwest Territories,2021A000261,65 to 74 years,French only,13.12.3,5,,0.2,,0,...,0,...,0,,0,
2021,Northwest Territories,2021A000261,65 to 74 years,English and French,13.12.4,155,,5.7,,6.9,,55.0,,145,,100,
2021,Northwest Territories,2021A000261,65 to 74 years,Neither English nor French,13.12.5,20,,0.7,,-33.3,,-66.7,,30,,60,
2021,Northwest Territories,2021A000261,75 years and over,Total - Knowledge of official languages,13.13.1,1155,,100.0,,31.3,,59.3,,880,,725,
2021,Northwest Territories,2021A000261,75 years and over,English only,13.13.2,1025,,88.7,,36.7,,75.2,,750,,585,
2021,Northwest Territories,2021A000261,75 years and over,French only,13.13.3,5,,0.4,,0,...,0,...,0,,0,
2021,Northwest Territories,2021A000261,75 years and over,English and French,13.13.4,70,,6.1,,75.0,,27.3,,40,,55,
2021,Northwest Territories,2021A000261,75 years and over,Neither English nor French,13.13.5,60,,5.2,,-29.4,,-25.0,,85,,80,
2021,Nunavut,2021A000262,Total - Age,Total - Knowledge of official languages,14.1.1,36640,,100.0,,2.7,,15.3,,35690,,31765,
2021,Nunavut,2021A000262,Total - Age,English only,14.1.2,33100,,90.3,,3.2,,19.6,,32065,,27665,
2021,Nunavut,2021A000262,Total - Age,French only,14.1.3,60,,0.2,,0.0,,71.4,,60,,35,
2021,Nunavut,2021A000262,Total - Age,English and French,14.1.4,1390,,3.8,,-8.9,,15.8,,1525,,1200,
2021,Nunavut,2021A000262,Total - Age,Neither English nor French,14.1.5,2085,,5.7,,2.0,,-27.1,,2045,,2860,
2021,Nunavut,2021A000262,0 to 14 years,Total - Knowledge of official languages,14.2.1,12065,,100.0,,3.4,,15.9,,11670,,10410,
2021,Nunavut,2021A000262,0 to 14 years,English only,14.2.2,10200,,84.5,,1.0,,20.8,,10095,,8445,
2021,Nunavut,2021A000262,0 to 14 years,French only,14.2.3,40,,0.3,,14.3,,166.7,,35,,15,
2021,Nunavut,2021A000262,0 to 14 years,English and French,14.2.4,220,,1.8,,-10.2,,57.1,,245,,140,
2021,Nunavut,2021A000262,0 to 14 years,Neither English nor French,14.2.5,1605,,13.3,,23.5,,-11.3,,1300,,1810,
2021,Nunavut,2021A000262,0 to 4 years,Total - Knowledge of official languages,14.3.1,4385,,100.0,,5.7,,10.6,,4150,,3965,
2021,Nunavut,2021A000262,0 to 4 years,English only,14.3.2,3190,,72.7,,-2.3,,16.2,,3265,,2745,
2021,Nunavut,2021A000262,0 to 4 years,French only,14.3.3,10,,0.2,,-50.0,,0.0,,20,,10,
2021,Nunavut,2021A000262,0 to 4 years,English and French,14.3.4,60,,1.4,,-14.3,,50.0,,70,,40,
2021,Nunavut,2021A000262,0 to 4 years,Neither English nor French,14.3.5,1125,,25.7,,39.8,,-4.7,,805,,1180,
2021,Nunavut,2021A000262,5 to 9 years,Total - Knowledge of official languages,14.4.1,3990,,100.0,,-2.8,,19.6,,4105,,3335,
2021,Nunavut,2021A000262,5 to 9 years,English only,14.4.2,3535,,88.6,,-2.5,,26.0,,3625,,2805,
2021,Nunavut,2021A000262,5 to 9 years,French only,14.4.3,15,,0.4,,50.0,,200.0,,10,,5,
2021,Nunavut,2021A000262,5 to 9 years,English and French,14.4.4,85,,2.1,,-10.5,,54.5,,95,,55,
2021,Nunavut,2021A000262,5 to 9 years,Neither English nor French,14.4.5,350,,8.8,,-6.7,,-25.5,,375,,470,
2021,Nunavut,2021A000262,10 to 14 years,Total - Knowledge of official languages,14.5.1,3695,,100.0,,8.4,,19.0,,3410,,3105,
